position,time,goal,error
0.0,0.01,3.14159,3.14159
0.2751,0.02,3.14159,2.8664899999999998
0.546431147756419,0.03,3.14159,2.595158852243581
0.8178139285453132,0.04,3.14159,2.3237760714546867
1.089196001964995,0.05,3.14159,2.0523939980350048
1.3605780850755895,0.060000000000000005,3.14159,1.7810119149244104
1.631960168053419,0.07,3.14159,1.5096298319465808
1.9033422510330675,0.08,3.14159,1.2382477489669323
2.174724334012691,0.09,3.14159,0.9668656659873087
2.446106416992315,0.09999999999999999,3.14159,0.6954835830076851
2.717488499971939,0.10999999999999999,3.14159,0.424101500028061
2.988870582951563,0.11999999999999998,3.14159,0.15271941704843695
3.0754248973461404,0.12999999999999998,3.14159,0.06616510265385944
3.1190384466992347,0.13999999999999999,3.14159,0.022551553300765192
3.131121993313592,0.15,3.14159,0.010468006686407794
3.1383394891872745,0.16,3.14159,0.0032505108127254267
3.1398976396316964,0.17,3.14159,0.0016923603683034472
3.1411424227374063,0.18000000000000002,3.14159,0.0004475772625935903
3.141307504417414,0.19000000000000003,3.14159,0.0002824955825859732
3.1415340152781708,0.20000000000000004,3.14159,5.598472182910541e-05
3.141540707992053,0.21000000000000005,3.14159,4.9292007946899474e-05
3.141584589629866,0.22000000000000006,3.14159,5.41037013368495e-06
3.1415809018712983,0.23000000000000007,3.14159,9.098128701534591e-06
3.1415899717122935,0.24000000000000007,3.14159,2.828770639951017e-08
3.1415882099870456,0.25000000000000006,3.14159,1.7900129543058085e-06
3.1415901986648573,0.26000000000000006,3.14159,-1.9866485745367868e-07
3.1415896245209147,0.2700000000000001,3.14159,3.754790851573375e-07
3.1415900819989697,0.2800000000000001,3.14159,-8.199896983640542e-08
3.1415899166370194,0.2900000000000001,3.14159,8.336298051858648e-08
3.141590025673702,0.3000000000000001,3.14159,-2.5673702275241794e-08
3.141589980639794,0.3100000000000001,3.14159,1.9360205882890114e-08
3.1415900072692833,0.3200000000000001,3.14159,-7.269283397448589e-09
3.1415899953546798,0.3300000000000001,3.14159,4.645320128560115e-09
3.141590001962806,0.34000000000000014,3.14159,-1.96280591779896e-09
3.1415899988604514,0.35000000000000014,3.14159,1.1395484555976054e-09
3.1415900005168913,0.36000000000000015,3.14159,-5.168914185560425e-10
3.141589999716418,0.37000000000000016,3.14159,2.835820467339545e-10
3.141590000134236,0.38000000000000017,3.14159,-1.3423617772900798e-10
3.1415899999287897,0.3900000000000002,3.14159,7.121014888866739e-11
3.141590000034583,0.4000000000000002,3.14159,-3.4583003127863776e-11
3.1415899999820183,0.4100000000000002,3.14159,1.7981616196038885e-11
3.141590000008868,0.4200000000000002,3.14159,-8.8680174314959e-12
3.141589999995444,0.4300000000000002,3.14159,4.555911203851792e-12
3.1415900000022674,0.4400000000000002,3.14159,-2.2675195054944197e-12
3.141589999998843,0.45000000000000023,3.14159,1.1568523916594131e-12
3.141590000000579,0.46000000000000024,3.14159,-5.790923296444817e-13
3.141589999999706,0.47000000000000025,3.14159,2.9398705692074145e-13
3.1415900000001478,0.48000000000000026,3.14159,-1.4788170688007085e-13
3.1415899999999253,0.49000000000000027,3.14159,7.460698725481052e-14
3.1415900000000376,0.5000000000000002,3.14159,-3.774758283725532e-14
3.141589999999981,0.5100000000000002,3.14159,1.9095836023552692e-14
3.1415900000000097,0.5200000000000002,3.14159,-9.769962616701378e-15
3.141589999999995,0.5300000000000002,3.14159,4.884981308350689e-15
3.1415900000000025,0.5400000000000003,3.14159,-2.6645352591003757e-15
3.1415899999999986,0.5500000000000003,3.14159,1.3322676295501878e-15
3.1415900000000008,0.5600000000000003,3.14159,-8.881784197001252e-16
3.1415899999999994,0.5700000000000003,3.14159,4.440892098500626e-16
3.1415900000000003,0.5800000000000003,3.14159,-4.440892098500626e-16
3.14159,0.5900000000000003,3.14159,0.0
3.14159,0.6000000000000003,3.14159,0.0
3.14159,0.6100000000000003,3.14159,0.0
3.14159,0.6200000000000003,3.14159,0.0
3.14159,0.6300000000000003,3.14159,0.0
3.14159,0.6400000000000003,3.14159,0.0
3.14159,0.6500000000000004,3.14159,0.0
3.14159,0.6600000000000004,3.14159,0.0
3.14159,0.6700000000000004,3.14159,0.0
3.14159,0.6800000000000004,3.14159,0.0
3.14159,0.6900000000000004,3.14159,0.0
3.14159,0.7000000000000004,3.14159,0.0
3.14159,0.7100000000000004,3.14159,0.0
3.14159,0.7200000000000004,3.14159,0.0
3.14159,0.7300000000000004,3.14159,0.0
3.14159,0.7400000000000004,3.14159,0.0
3.14159,0.7500000000000004,3.14159,0.0
3.14159,0.7600000000000005,3.14159,0.0
3.14159,0.7700000000000005,3.14159,0.0
3.14159,0.7800000000000005,3.14159,0.0
3.14159,0.7900000000000005,3.14159,0.0
3.14159,0.8000000000000005,3.14159,0.0
3.14159,0.8100000000000005,3.14159,0.0
3.14159,0.8200000000000005,3.14159,0.0
3.14159,0.8300000000000005,3.14159,0.0
3.14159,0.8400000000000005,3.14159,0.0
3.14159,0.8500000000000005,3.14159,0.0
3.14159,0.8600000000000005,3.14159,0.0
3.14159,0.8700000000000006,3.14159,0.0
3.14159,0.8800000000000006,3.14159,0.0
3.14159,0.8900000000000006,3.14159,0.0
3.14159,0.9000000000000006,3.14159,0.0
3.14159,0.9100000000000006,3.14159,0.0
3.14159,0.9200000000000006,3.14159,0.0
3.14159,0.9300000000000006,3.14159,0.0
3.14159,0.9400000000000006,3.14159,0.0
3.14159,0.9500000000000006,3.14159,0.0
